0.000000000,0.488956,0.232346,0.157361,0.149612,0.165723,0.138483,0.0812343,0.0348181,0.065125,0.109202,0.184529,0.298695,0.496741,0.540443,0.442813,0.30324,0.168402,0.297977,0.356472,0.32533,0.487377,0.493925,0.466889,0.527696,0.492606,0.55112,0.519597,0.29935,0.224909,0.161674,0.0817706,0.0938044,0.101335,0.10019,0.0744469,0.0541201,0.280237,0.458311,0.484849,0.348031,0.126762,0.124086,0.129585,0.134694,0.113495,0.137308,0.25581,0.380096,0.401984,0.433779,0.445518,0.415833,0.318388,0.139089,0.301318,0.443407,0.419224,0.261469,0.0575898,0.185296,0.280428,0.296123,0.25006,0.14046,0.0977198,0.0542835,0.102812,0.213654,0.41762,0.82928,1,0.962178,0.637052,0.298488,0.223497,0.143155,0.100122,0.045092,0.0510392,0.166543,0.400041,0.498806,0.42621,0.219116,0.0706157,0.301484,0.52066,0.549252,0.390651,0.124035,0.0589898,0.0917815,0.126086,0.142537,0.123052,0.0936207,0.438282,0.736142,0.827865,0.694234,0.324554,0.219358,0.134271,0.079519,0.135227,0.159941,0.153328,0.269293,0.316361,0.383401,0.331103,0.172802,0.111712,0.0226998,0.00994199,0.0122004,0.123552,0.436255,0.649476,0.694214
0.005804988,0.697542,0.465378,0.191206,0.106864,0.048859,0.0341981,0.0361367,0.0543115,0.0713906,0.140364,0.242042,0.481779,0.66939,0.62298,0.45824,0.20079,0.110729,0.273606,0.405656,0.565468,0.712956,0.635623,0.542004,0.544077,0.561804,0.601074,0.530595,0.335951,0.279164,0.201987,0.0886167,0.0709744,0.0859363,0.100716,0.0939224,0.0902362,0.309665,0.446468,0.458001,0.329237,0.153901,0.158469,0.144653,0.159943,0.269722,0.327852,0.329696,0.299743,0.477511,0.699546,0.678421,0.450899,0.12236,0.0417982,0.229398,0.418429,0.476903,0.369549,0.170446,0.223643,0.308448,0.357057,0.29709,0.20898,0.472805,0.598495,0.645353,0.540423,0.291594,0.337317,0.475571,0.629825,0.651945,0.483519,0.250963,0.147602,0.0974423,0.0476816,0.0441048,0.272985,0.482751,0.530362,0.389589,0.128454,0.22336,0.358476,0.425014,0.420109,0.402835,0.466661,0.414745,0.282997,0.155099,0.141105,0.157781,0.132602,0.391658,0.746876,1,0.920165,0.492907,0.19975,0.0676508,0.0653481,0.145007,0.198993,0.306501,0.410085,0.372729,0.373657,0.263772,0.171896,0.146975,0.112327,0.188685,0.198824,0.208801,0.306552,0.58333,0.760291
0.011609977,0.80249,0.878172,0.646833,0.335829,0.146955,0.0468348,0.0491198,0.0668564,0.0876844,0.145266,0.269848,0.594534,0.728521,0.619263,0.372194,0.0961565,0.0988566,0.265197,0.388772,0.613594,0.763889,0.675192,0.617276,0.571035,0.626049,0.642389,0.50467,0.341673,0.274098,0.212302,0.125291,0.103957,0.13059,0.13599,0.130574,0.103255,0.288272,0.401245,0.402228,0.315595,0.167323,0.166795,0.142418,0.144591,0.23842,0.311402,0.324618,0.253559,0.463366,0.681354,0.702646,0.520917,0.166384,0.0963263,0.134139,0.375158,0.527432,0.497462,0.317193,0.553499,0.864177,0.928604,0.660723,0.167614,0.0725154,0.168748,0.355062,0.503412,0.467699,0.312757,0.410265,0.607938,0.70469,0.575267,0.307738,0.149656,0.0974185,0.052459,0.0743367,0.272809,0.460138,0.499662,0.376122,0.18466,0.280621,0.379156,0.397115,0.299028,0.157784,0.345567,0.436595,0.440094,0.320179,0.15005,0.176705,0.208223,0.382023,0.746876,1,0.926179,0.584126,0.27844,0.18747,0.179156,0.170064,0.187784,0.392079,0.489087,0.446811,0.433864,0.324311,0.276661,0.159715,0.0678684,0.10415,0.183849,0.22323,0.210804,0.324662,0.565006
0.017414965,0.496384,0.844423,0.884238,0.623773,0.243815,0.051018,0.0469993,0.0602156,0.0918058,0.141803,0.377256,0.714204,0.823472,0.669779,0.341046,0.13805,0.150301,0.407006,0.565443,0.822774,0.89253,0.67084,0.642596,0.568711,0.684224,0.723113,0.519535,0.377343,0.276172,0.202825,0.154805,0.109575,0.139539,0.156776,0.162233,0.161513,0.261742,0.343166,0.342203,0.319638,0.267165,0.262727,0.248914,0.210596,0.186312,0.164942,0.167759,0.152175,0.477473,0.778223,0.862788,0.709043,0.304524,0.387321,0.647769,0.917903,1,0.718157,0.426886,0.300415,0.329809,0.390383,0.321458,0.153192,0.0586139,0.0928959,0.293513,0.498453,0.51752,0.412542,0.371868,0.615385,0.796763,0.707413,0.448645,0.17342,0.109631,0.0782397,0.138757,0.260408,0.411151,0.445271,0.33996,0.252364,0.300179,0.374434,0.364214,0.618039,0.720035,0.856855,0.771747,0.476129,0.430796,0.265899,0.193987,0.328455,0.436084,0.734974,0.975533,0.898898,0.687954,0.353185,0.205267,0.264132,0.293321,0.376511,0.581534,0.584125,0.477346,0.37497,0.371094,0.474065,0.498324,0.37006,0.280409,0.221991,0.191038,0.190614,0.150625,0.201754
0.023219954,0.262351,0.661628,0.828819,0.725939,0.400873,0.0714248,0.0641276,0.0739084,0.105132,0.136265,0.356919,0.6605,0.773451,0.644305,0.329303,0.126118,0.0967879,0.278763,0.444412,0.70498,0.751892,0.541839,0.677072,0.633381,0.777121,0.791186,0.534219,0.479996,0.283814,0.183126,0.212029,0.222698,0.244031,0.230343,0.184953,0.22319,0.268999,0.300984,0.270968,0.257256,0.289861,0.264913,0.239695,0.250678,0.269961,0.282153,0.249551,0.180982,0.362721,0.582346,0.848958,0.942549,0.709906,0.478731,0.23804,0.216909,0.507401,0.618129,0.563099,0.454301,0.304763,0.36248,0.298964,0.141305,0.0577927,0.122807,0.312316,0.522923,0.554,0.419255,0.278864,0.502582,0.741371,0.729417,0.518292,0.174369,0.105007,0.0860844,0.153512,0.229104,0.357812,0.398412,0.328914,0.287711,0.324125,0.395226,0.382477,0.308142,0.188409,0.213411,0.370872,0.44877,0.493031,0.399055,0.403723,0.797763,0.937415,1,0.912658,0.72027,0.664212,0.451662,0.277808,0.227955,0.161054,0.342203,0.579867,0.614533,0.476897,0.25885,0.335245,0.407424,0.339686,0.190801,0.120491,0.174633,0.211896,0.190339,0.139244,0.140178
0.029024943,0.15848,0.474964,0.78198,0.839604,0.644477,0.279909,0.148209,0.139416,0.126893,0.127865,0.242843,0.65173,0.885404,0.815933,0.542564,0.229362,0.221209,0.373888,0.600742,0.808829,0.774224,0.478932,0.228649,0.105385,0.31523,0.539415,0.627066,0.584209,0.399898,0.299413,0.254781,0.223121,0.2263,0.247892,0.325653,0.370825,0.364758,0.329476,0.238053,0.273749,0.293878,0.2575,0.217287,0.199907,0.272371,0.321623,0.340373,0.297383,0.377954,0.565652,0.675607,0.776117,0.703954,0.615124,0.491469,0.307677,0.461387,0.647985,0.690615,0.669185,0.449475,0.407978,0.397647,0.263621,0.235063,0.223329,0.297345,0.477676,0.529785,0.461695,0.350443,0.443042,0.632068,0.642348,0.483161,0.349574,0.355132,0.327566,0.199536,0.0798852,0.208408,0.356452,0.397605,0.325295,0.364645,0.480834,0.52981,0.476896,0.299549,0.240393,0.183641,0.10825,0.156995,0.221278,0.52789,0.751252,0.718233,0.715093,0.842996,1,0.938258,0.61683,0.359893,0.342802,0.522526,0.667381,0.718699,0.642276,0.404998,0.33193,0.269999,0.240088,0.197369,0.154738,0.193227,0.255703,0.3291,0.319929,0.223861,0.173462
0.034829931,0.130996,0.396509,0.64177,0.788426,0.689781,0.388174,0.250914,0.143541,0.13616,0.148258,0.180099,0.463051,0.638125,0.598611,0.477869,0.356355,0.400313,0.41159,0.535968,0.734389,0.810812,0.597224,0.249237,0.109696,0.300807,0.531505,0.586987,0.487,0.319806,0.270756,0.309129,0.283083,0.232257,0.23333,0.325477,0.393806,0.37916,0.299583,0.203452,0.236937,0.252071,0.216208,0.168526,0.132618,0.220621,0.273075,0.296619,0.320777,0.393507,0.46957,0.475034,0.58048,0.610732,0.623686,0.504261,0.31529,0.241235,0.282151,0.373916,0.50182,0.502181,0.384513,0.298771,0.219248,0.222072,0.25207,0.303298,0.411952,0.486615,0.444266,0.391402,0.372039,0.474335,0.500275,0.407922,0.331016,0.336439,0.340473,0.260143,0.132714,0.171304,0.302517,0.351748,0.302505,0.302065,0.34512,0.342717,0.259079,0.116616,0.127912,0.154257,0.131611,0.11807,0.175286,0.516158,0.724592,0.693106,0.547855,0.593038,0.913494,1,0.799426,0.47395,0.385839,0.575735,0.693697,0.650497,0.502684,0.324088,0.284423,0.211897,0.111782,0.0688188,0.0718058,0.182283,0.294653,0.328708,0.287061,0.173726,0.130197
0.040634920,0.114665,0.349586,0.533879,0.707272,0.648645,0.395772,0.291004,0.134256,0.117825,0.133926,0.155687,0.426515,0.580503,0.53579,0.408707,0.296226,0.382836,0.436564,0.490332,0.669421,0.758025,0.607571,0.311079,0.127792,0.293232,0.515632,0.586755,0.594478,0.543068,0.477299,0.418587,0.273327,0.200948,0.216607,0.330403,0.404978,0.406996,0.304212,0.181342,0.206396,0.208747,0.189728,0.144992,0.0959269,0.211343,0.293346,0.334505,0.411449,0.431021,0.491382,0.428626,0.320013,0.272352,0.287938,0.300012,0.401815,0.423723,0.329908,0.324545,0.346176,0.440912,0.439472,0.288224,0.231321,0.246781,0.274671,0.308911,0.372077,0.42735,0.399497,0.371378,0.364719,0.358437,0.294367,0.225601,0.244704,0.408979,0.446461,0.343963,0.194679,0.167912,0.277507,0.325038,0.279119,0.281481,0.329907,0.340103,0.263027,0.128824,0.111042,0.132064,0.119179,0.111952,0.241844,0.572227,0.745591,0.668303,0.46527,0.62626,0.94343,1,0.715675,0.31079,0.284625,0.511096,0.686475,0.690035,0.506735,0.296604,0.225504,0.149022,0.111872,0.0773687,0.103195,0.21744,0.307383,0.322863,0.2695,0.172578,0.126732
0.046439909,0.144936,0.368076,0.516799,0.721701,0.683684,0.439033,0.326858,0.136562,0.164482,0.20027,0.221467,0.468588,0.567914,0.505649,0.371458,0.268504,0.392578,0.474686,0.506725,0.685584,0.765829,0.629744,0.346314,0.138173,0.297508,0.508483,0.601058,0.645532,0.590813,0.473941,0.35777,0.214795,0.187166,0.220938,0.35577,0.434789,0.450736,0.339029,0.192891,0.225457,0.216629,0.209289,0.164379,0.105714,0.202422,0.326239,0.418357,0.57602,0.595206,0.531998,0.388258,0.222114,0.233938,0.29388,0.2976,0.287203,0.253651,0.19115,0.245887,0.313629,0.379036,0.382623,0.256244,0.241523,0.255538,0.289672,0.348254,0.375373,0.41213,0.433154,0.433444,0.462185,0.413337,0.285698,0.218795,0.247197,0.443481,0.503251,0.394834,0.21862,0.169463,0.272386,0.31654,0.269502,0.269697,0.32411,0.342119,0.304272,0.22988,0.228234,0.219263,0.168509,0.140203,0.293878,0.629911,0.77978,0.869085,0.824823,0.936228,1,0.775322,0.478826,0.218214,0.233069,0.462592,0.629809,0.702806,0.565234,0.32854,0.252559,0.137275,0.125222,0.0891216,0.109852,0.201718,0.293368,0.32606,0.277596,0.20245,0.153567
0.052244897,0.0991898,0.252681,0.381031,0.635538,0.68484,0.507942,0.36266,0.133386,0.138521,0.162549,0.200772,0.349998,0.383428,0.332634,0.226526,0.218169,0.377149,0.460827,0.464063,0.625508,0.693895,0.598814,0.384948,0.188721,0.335599,0.457259,0.436033,0.417711,0.402036,0.364942,0.288782,0.13467,0.0560038,0.0922319,0.226431,0.325316,0.332832,0.253441,0.145088,0.161619,0.159008,0.143537,0.12239,0.0879887,0.153107,0.238099,0.371482,0.600389,0.639173,0.522386,0.302867,0.126551,0.183789,0.245507,0.267108,0.249624,0.20565,0.182735,0.197079,0.193386,0.183755,0.164882,0.121312,0.156293,0.166289,0.201261,0.292364,0.314611,0.391202,0.405603,0.357406,0.353601,0.277945,0.213294,0.199332,0.223095,0.351527,0.393087,0.303818,0.168373,0.125029,0.190934,0.220003,0.193963,0.197281,0.238972,0.250526,0.194903,0.144185,0.154467,0.158039,0.128223,0.236585,0.587293,0.959069,1,0.715388,0.40745,0.480439,0.682245,0.693413,0.503098,0.229309,0.181016,0.269648,0.505196,0.61924,0.544057,0.334995,0.123766,0.0721785,0.0585905,0.0525055,0.0764576,0.130383,0.16804,0.21944,0.221518,0.208011,0.163647
